id,place,name,name:ru,name:uk,uwagi
node/316751049,town,Murowana Goślina,Мурована-Гослина,Мурована Госліна,
node/298014658,town,Muszyna,Мушина,Мушина,
node/262936633,town,Myślenice,Мысленице,Мисьленіце,
node/1758660001,town,Myślibórz,Мыслибуж,Мишлібуж,
node/1282380456,city,Mysłowice,Мысловице,Мисловіце,
node/31901067,town,Myszków,Мышкув,Мишкув,
node/31574277,town,Myszyniec,Мышинец,Мишинець,
node/31585837,town,Nakło nad Notecią,Накло-над-Нотецью,Накло над Нотецею,
node/31870825,town,Nałęczów,Наленчув,Наленчув,
node/31794910,town,Namysłów,Намыслув,Намуслув,
node/371818461,town,Narol,Нароль,Нароль,
node/31603215,town,Nasielsk,Насельск,Насельськ,
node/598172733,town,Nekla,Некля,Некля,
node/31574190,town,Nidzica,Нидзица,,
node/416567038,town,Niemcza,Немча,Немча,
node/288927742,town,Niemodlin,Немодлин,Немодлін,
node/31889794,town,Niepołomice,Неполомице,Неполоміце,
node/1778452735,town,Nieszawa,Нешава,Нешава,
node/371977886,town,Nisko,Ниско,Нисько,
node/31889710,town,Nowa Dęba,Нова-Демба,Нова Демба,
node/274797934,town,Nowa Ruda,Нова-Руда,Нова Руда,
node/31889688,town,Nowa Sarzyna,Нова-Сажина,Нова Сажина,
node/31889683,town,Nowa Słupia,Нова Слупя,Нова Слуп'я,
node/1758659862,town,Nowa Sól,Нова-Суль,Нова Суль,
node/598184809,town,Nowe,Нове,Нове,
node/31889649,town,Nowe Brzesko,Нове-Бжеско,Нове Бжеско,
node/1758659863,town,Nowe Miasteczko,Нове-Мястечко,Нове М'ястечко,
node/52830261,town,Nowe Miasto,Нове Място,Нове М'ясто,
node/31585481,town,Nowe Miasto Lubawskie,Нове-Място-Любавске,Нове М'ясто Любавське,
node/31870239,town,Nowe Miasto nad Pilicą,Нове-Място-над-Пилицей,Нове М'ясто над Пилицею,
node/31794192,town,Nowe Skalmierzyce,Нове-Скальмежице,Нове Скальмежице,
node/257422245,town,Nowe Warpno,Нове-Варпно,Нове Варпно,
node/1758659861,town,Nowogard,Новогард,Новоґард,
node/31573871,town,Nowogród,Новогруд,Новоґруд,
node/31794151,town,Nowogród Bobrzański,Новогруд-Бобжаньский,Новоґруд Бобжанські,
node/1770680188,town,Nowogrodziec,Новогродзец,Новоґродзіец,
node/31531183,town,Nowy Dwór Gdański,Новы-Двур-Гданьский,Новий Двур Ґданські,
node/31691304,town,Nowy Dwór Mazowiecki,Новы-Двур-Мазовецки,Новий Двур Мазовецькі,
node/31889594,town,Nowy Korczyn,Новы Корчин,Новий Корчин,
node/46715854,city,Nowy Sącz,Новы-Сонч,Новий Сонч,
node/31531177,town,Nowy Staw,Новы-Став,Новий Став,
node/147844965,town,Nowy Targ,Новы-Тарг,Новий Тарг,
node/31616446,town,Nowy Tomyśl,Новы-Томысль,Новий Томисль,
node/303245076,town,Nowy Wiśnicz,Новы-Виснич,Новий Вісьнич,
node/253557175,town,Nysa,Ныса,Ниса,
node/32118900,town,Oborniki,Оборники,Оборнікі ,
node/31793998,town,Oborniki Śląskie,Оборники-Слёнске,Оборнікі Шльонські,
node/386600625,town,Obrzycko,Обжиско,Обжицко,
node/31793879,town,Odolanów,Одолянув,Одоланув,
node/270577055,town,Ogrodzieniec,Огродзенец,Огродзенець,
node/31585160,town,Okonek,Оконек,Оконек,
node/323142704,town,Oława,Олава,Олава,
node/31522033,town,Olecko,Олецко,Олеско,
node/259598892,town,Oleśnica,Олесница,Олесьниця,
node/1912006738,town,Oleśnica,Олешница,Олесьниця,
node/299951098,town,Olesno,Олесно,Олесьно,
node/31889446,town,Oleszyce,Олешице,Олешице,
node/31900901,town,Olkusz,Олькуш,Олькуш,
node/32566103,city,Olsztyn,Ольштын,Ольштин,
node/692611716,town,Olsztyn,Ольштын,Ольштин,
node/31573791,town,Olsztynek,Ольштынек,Ольштинек,
node/383911098,town,Olszyna,Ольшина,Ольшина,
node/31616190,town,Opalenica,Опаленица,Опаленіца,
node/31889422,town,Opatów,Опатув,Опатув,
node/31793390,town,Opatówek,Опатувек,Опатувек,
node/1933057152,town,Opatowiec,Опатовец,Опатов'єц,
node/31869732,town,Opoczno,Опочно,Опочно,
node/128054630,city,Opole,Ополе,Ополе,
node/31869717,town,Opole Lubelskie,Ополе-Любельске,Ополе-Любельське,
node/443716998,town,Orneta,Орнета,Орнета,
node/692604485,town,Orzesze,Ожеше,Ожеше,
node/31521881,town,Orzysz,Ожиш,Ожиш,
node/308020951,town,Osieczna,Осечна,Осечна,
node/1854937014,town,Osiek,Осек,Осек,
node/31616006,town,Ośno Lubuskie,Осьно-Любуске,Осьно-Любуське,
node/31531118,town,Ostróda,Оструда,Оструда,
node/31573721,city,Ostrołęka,Остроленка,Остроленка,
node/386596562,town,Ostroróg,Остроруг,Остроруг,
node/1854937019,town,Ostrów Lubelski,Острув-Любельский,Острув-Любельські,
node/31601991,town,Ostrów Mazowiecka,Острув-Мазовецка,Острув-Мазов'єцка,
node/31792887,town,Ostrów Wielkopolski,Острув-Велькопольский,Острув-Великопольський,
node/31889267,town,Ostrowiec Świętokrzyski,Островец-Свентокшиский,Островець-Свентокшиський,
node/31792851,town,Ostrzeszów,Остшешув,Остжешув,
node/31900891,town,Oświęcim,Освенцим,Освенцим,
node/299173892,town,Otmuchów,Отмухув,Отмухув,
node/31690587,town,Otwock,Отвоцк,Отвоцк,
node/1758659808,town,Otyń,Отынь,Отинь,
node/31889234,town,Ożarów,Ожарув,Ожарув,
node/31690528,town,Ożarów Mazowiecki,Ожарув-Мазовецкий,Ожарув-Мазовецький,
node/249556046,town,Ozimek,Озимек,Озімек,
node/244598142,town,Ozorków,Озоркув,Озоркув,
node/31879926,town,Pabianice,Пабьянице,Паб’яніце,
node/31889231,town,Pacanów,Пацанов,Пацанув,
node/299298239,town,Paczków,Пачкув,Пачкув,
node/598907093,town,Pajęczno,Паенчно,Паєнчно,
node/560596434,town,Pakość,Пакость,Пакосць,
node/1854830180,town,Parczew,Парчев,Парчів,
node/31531087,town,Pasłęk,Пасленк,Пасленк,
node/1784889349,town,Pasym,Пасым,Пасим,
node/31584625,town,Pełczyce,Пелчице,Пелчице,
node/31531080,town,Pelplin,Пельплин,Пельплін,
node/28396171,town,Piaseczno,Пясечно,П'ясечно,
node/1854937024,town,Piaski,Пяски,П'яскі,
node/38224299,town,Piastów,Пястув,П'ястув,
node/30093005,town,Piątek,Пёнтек,Пйонтек,
node/598617974,town,Piechowice,Пеховице,Пеховіце,
node/253552911,city,Piekary Śląskie,Пекары-Слёнске,Пекари-Шльонські,
node/31521665,town,Pieniężno,Пененжно,Пенєнжно,
node/31792043,town,Pieńsk,Пеньск,П'єнськ,
node/31889148,town,Pierzchnica,Пежхница,П'єжхніца,
node/692626234,town,Pieszyce,Пешице,Пешице,
node/253534746,town,Piła,Пила,Піла,
node/31868767,town,Pilawa,Пилява,Пілава,
node/692626237,town,Piława Górna,Пилава-Гурна,Пілава-Ґурна,
node/358980632,town,Pilica,Пилица,Пілиця (Сілезьке воєводство),
node/1854937027,town,Pilzno,Пильзно,Пільзно,
node/31889135,town,Pińczów,Пиньчув,Пінчув,
node/368033796,town,Pionki,Пёнки,Пйонкі,
node/692623471,town,Piotrków Kujawski,Пётркув-Куявский,Пйотркув-Куявський,
node/769235431,city,Piotrków Trybunalski,Пётркув-Трыбунальски,Пйотркув-Трибунальський,
node/31572956,town,Pisz,Пиш,Піш,
node/692609604,town,Piwniczna-Zdrój,Пивнична-Здруй,Північна-Здруй,
node/31791744,town,Pleszew,Плешев,Плешев,
node/1751621527,city,Płock,Плоцк,Плоцьк,
node/31601272,town,Płońsk,Плоньск,Плонськ,
node/1758659865,town,Płoty,Плоты,Плоти,
node/254854488,town,Pniewy,Пневы,Пн'єви,
node/31615002,town,Pobiedziska,Победзиска,Поб'єджіска,
node/31791659,town,Poddębice,Поддембице,Поддембіце,
node/31689600,town,Podkowa Leśna,Подкова-Лесьна,Подкова-Лісна,
node/31791553,town,Pogorzela,Погожеля,Погожеля,
node/31916867,town,Polanica-Zdrój,Поляница-Здруй,Поланиця-Здруй,
node/31889018,town,Połaniec,Поланец,Поланець,
node/31346037,town,Polanów,Полянув,Поланув,
node/1758659758,town,Połczyn-Zdrój,Полчин-Здруй,Полчин-Здруй,
node/474593784,town,Police,Полице,Поліце,
node/598619294,town,Polkowice,Польковице,Польковіце,
node/31868251,town,Poniatowa,Понятова,Пон'ятова,
node/31791224,town,Poniec,Понец,Понець,
node/2016782381,town,Poręba,Поремба,Поремба,
node/27161819,city,Poznań,Познань,Познань,
node/31530997,town,Prabuty,Прабуты,Прабути,
node/31790981,town,Praszka,Прашка,Прашка,
node/31790914,town,Prochowice,Проховице,Проховіце,
node/692611646,town,Prószków,Прушкув,Прушкув,
node/31888928,town,Proszowice,Прошовице,Прошовіце,
node/366341106,town,Pruchnik,Прухник,Прухнік,
node/568037771,town,Prudnik,Прудник,Прудник,
node/31790865,town,Prusice,Прусице,Прушіце,
node/1867758190,town,Pruszcz,Прущ,Прущ,
node/31530985,town,Pruszcz Gdański,Прущ-Гданьский,Прущ-Ґданський,
node/31689160,town,Pruszków,Прушкув,Прушкув,
node/279654853,town,Przasnysz,Пшасныш,Пшасниш,
node/1933057260,town,Przecław,Пшецлав,Пшеслав,
node/1854937038,town,Przedbórz,Пшедбуж,Пшедбуж,
node/31614227,town,Przedecz,Пшедеч,Пшедеч,
node/31790682,town,Przemków,Пшемкув,Пшемкув,
node/253546793,city,Przemyśl,Пшемышль,Перемишль,
node/31888900,town,Przeworsk,Пшеворск,,
node/1854937043,town,Przysucha,Пшисуха,Пшисуха,
node/31935150,town,Pszczyna,Пщина,Пщина,
node/361603782,town,Pszów,Пшув,Пшув,
node/31530962,town,Puck,Пуцк,Пуцьк,
node/362654902,town,Puławy,Пулавы,Пулави,
node/31600109,town,Pułtusk,Пултуск,Пултуськ,
node/31613303,town,Puszczykowo,Пущиково,Пущиково,
node/31583670,town,Pyrzyce,Пыжице,Пижице,
node/257059199,town,Pyskowice,Пысковице,Писковіце,
node/31613250,town,Pyzdry,Пыздры,Пиздри,
node/262936634,town,Rabka-Zdrój,Рабка-Здруй,Рабка-Здруй,
node/279651644,town,Raciąż,Рачёнж,Рачйонж,
node/2175018340,town,Racibórz,Ратибор,Ратибор,
node/321406755,town,Radków,Радкув,Радкув,
node/376065763,town,Radlin,Радлин,Радлін,
node/1933057313,town,Radłów,Радлув (город),Радлув,
node/31867745,city,Radom,Радом,Радом,
node/31879607,town,Radomsko,Радомско,Радомсько,
node/1854937053,town,Radomyśl Wielki,Радомышль-Вельки,Радомишль-Велькі,
node/31867712,town,Radoszyce,Радошице,Радошице,
node/503945899,town,Radymno,Радимно,Радимно,
node/1854937069,town,Radziejów,Радзеюв,Радзеюв,
node/420622210,town,Radzionków,Радзёнкув,Радзьонкув,
node/348945767,town,Radzymin,Радзымин,Радзимін,
node/1854937074,town,Radzyń Chełmiński,Радзынь-Хелминьски,Радзинь-Хелмінський,
node/1854937081,town,Radzyń Podlaski,Радзынь-Подляски,Радзинь-Подляскі,
node/31520940,town,Rajgród,Райгруд,Райгруд,
node/387434271,town,Rakoniewice,Раконевице,Раконевіце,
node/31789998,town,Raszków,Рашкув,Рашків,
node/31867531,town,Rawa Mazowiecka,Рава-Мазовецкая,,
node/31789963,town,Rawicz,Равич,,
node/31583522,town,Recz,Реч,Реч,
node/31530935,town,Reda,Реда,,
node/1859515654,town,Rejowiec,Рейовец,Рейовець,
node/371949660,town,Rejowiec Fabryczny,Реёвец-Фабрычны,Рейовець-Фабричний,
node/1758659987,town,Resko,Реско,,
node/31520444,town,Reszel,Решель,,
node/258335318,town,Rogoźno,Рогозьно,,
node/31888768,town,Ropczyce,Ропчице,,
node/31599429,town,Różan,Ружан,,
node/692617894,town,Ruciane-Nida,Ручане-Нида,,
node/31917353,city,Ruda Śląska,Руда-Слёнская,Руда-Шльонська,
node/371977916,town,Rudnik nad Sanem,Рудник-над-Санем,,
node/31530889,town,Rumia,Румя,,
node/253525668,city,Rybnik,Рыбник,Рибник,
node/31611826,town,Rychwał,Рыхвал,,
node/331033947,town,Rydułtowy,Рыдултовы,Ридултови,
node/1297152960,town,Rydzyna,Рыдзына,,
node/1933108183,town,Ryglice,Рыглице,Ригліце,
node/362659264,town,Ryki,Рыки,Рикі,
node/692613997,town,Rymanów,Руманув,Риманів,
node/31519527,town,Ryn,Рын,,
node/31583089,town,Rypin,Рыпин,,
node/31611779,town,Rzepin,Жепин,,
node/34662230,city,Rzeszów,Жешув,Ряшів,
node/31879510,town,Rzgów,Жгув,,
node/31888577,town,Sandomierz,Сандомир,Сандомир,
node/31705619,town,Sanniki,Санники,,
node/39392569,town,Sanok,Санок,Сянік,
node/31788771,town,Ścinawa,Сцинава,,
node/31888566,town,Sędziszów,Сендзишув,Сендзішув,
node/31888565,town,Sędziszów Małopolski,Сендзишув-Малопольски,,
node/31519394,town,Sejny,Сейны,,
node/31582868,town,Sępólno Krajeńskie,Семпульно-Краеньске,,
node/31519392,town,Sępopol,Семпополь,,
node/31598985,town,Serock,Сероцк,,
node/1775164040,town,Sianów,Сянув,,
node/31788581,town,Siechnice,Сехнице,,
node/1854937117,city,Siedlce,Седлец,Седльце,
node/368746637,town,Siedliszcze,Седлище,Седлище,
node/31900531,city,Siemianowice Śląskie,Семяновице-Слёнске,Семяновіце-Шльонські,
node/1838681689,town,Siemiatycze,Семятыче,,
node/514080074,town,Sieniawa,Сенява,,
node/31788344,town,Sieradz,Серадз,,
node/281706190,town,Sieraków,Серакув,Серакув,
node/478404294,town,Sierpc,Серпц,,
node/31900526,town,Siewierz,Севеж,,
node/243643364,town,Skała,Скала,Скала,
node/31888513,town,Skalbmierz,Скальбмеж,,
node/24617077,town,Skarszewy,Скаршевы,,
node/1854937143,town,Skaryszew,Скарышев,,
node/31174958,town,Skarżysko-Kamienna,Скаржиско-Каменна,Скаржисько-Каменна,
node/262894107,town,Skawina,Скавина,Скавіна,
node/478405286,town,Skępe,Скемпе,Скемпе,
node/31866436,city,Skierniewice,Скерневице,,
node/367648247,town,Skoczów,Скочув,,
node/244002107,town,Skoki,Скоки,,
node/31530734,town,Skórcz,Скурч,,
node/268767105,town,Skwierzyna,Сквежина,Сквежина,
node/692604250,town,Sława,Слава,Слава,
node/1854937193,town,Sławków,Славкув,Славкув,
node/31345800,town,Sławno,Славно,,
node/31610852,town,Ślesin,Слесин,,
node/31888437,town,Słomniki,Сломники,Сломники,
node/26433240,town,Słubice,Слубице,Слубіце,
node/418747816,town,Słupca,Слупца,,
node/31345720,city,Słupsk,Слупск,Слупськ,
node/31610588,town,Śmigiel,Смигель,,
node/349011984,town,Sobótka,Собутка,,
node/31687374,town,Sochaczew,Сохачев,,
node/31598264,town,Sochocin,Сохочин,Сохочин,
node/31571660,town,Sokółka,Сокулка,,
node/31888374,town,Sokołów Małopolski,Соколув-Малопольски,,
node/1854937157,town,Sokołów Podlaski,Соколув-Подляски,Соколув-Підляський,
node/31582108,town,Solec Kujawski,Солец-Куявски,,
node/1905986317,town,Solec nad Wisłą,Солец-над-Вислой,,
node/31610211,town,Sompolno,Сомпольно,,
node/31530688,city,Sopot,Сопот,Сопот,
node/31917182,town,Sośnicowice,Сосницовице,,
node/190817334,city,Sosnowiec,Сосновец,Сосновець,
node/31610025,town,Śrem,Сьрем,Сьрем,
node/1770680189,town,Środa Śląska,Сьрода-Слёнска,,
node/2668860745,town,Środa Wielkopolska,Сьрода-Велькопольска,,
node/1854937161,town,Stalowa Wola,Сталёва-Воля,,
node/31865852,town,Stąporków,Стомпоркув,Стомпоркув,
node/253554130,town,Starachowice,Стараховице,Стараховіце,
node/1758660003,town,Stargard,Старгард,Старгард,
node/26378871,town,Starogard Gdański,Старогард-Гданьский,,
node/31949310,town,Stary Sącz,Стары-Сонч,,
node/31888252,town,Staszów,Сташув,,
node/31571553,town,Stawiski,Стависки,,
node/31786974,town,Stawiszyn,Ставишин,,
node/282235530,town,Stepnica,Степница,,
node/31609600,town,Stęszew,Стеншев,,
node/359810975,town,Stoczek Łukowski,Сточек-Луковский,Сточек-Луковський,
node/31888190,town,Stopnica,Стопница,,
node/31916992,town,Stronie Śląskie,Строне-Слёнске,Строне-Шльонські,
node/31934725,town,Strumień,Струмень,,
node/287105545,town,Stryków,Стрыкув,Стрикув,
node/31916989,town,Strzegom,Стшегом,,
node/2668896331,town,Strzelce Krajeńskie,Стшельце-Краеньске,,
node/31916985,town,Strzelce Opolskie,Стшельце-Опольске,Стшельце-Опольські,
node/31916983,town,Strzelin,Стшелин,,
node/322116790,town,Strzelno,Стшельно,Стшельно,
node/31948552,town,Strzyżów,Стшижув,Стрижів,
node/36489697,town,Sucha Beskidzka,Суха-Бескидзка,Суха-Бескидзька,
node/393975496,town,Suchań,Сухань,Сухань,
node/31865372,town,Suchedniów,Сухеднюв,Сухеднюв,
node/31571332,town,Suchowola,Суховоля,,
node/31609289,town,Sulechów,Сулехув,Сулехув,
node/31609265,town,Sulęcin,Суленцин,Суленцин,
node/31879358,town,Sulejów,Сулеюв,,
node/4386350304,town,Sulejówek,Сулеювек,,
node/256355426,town,Sułkowice,Сулковице,,
node/3027588862,town,Sulmierzyce,Сульмежице,,
node/31571305,town,Supraśl,Супрасль,,
node/31597850,town,Suraż,Сураж,Сураж,
node/31530596,town,Susz,Суш,,
node/31518965,city,Suwałki,Сувалки,Сувалки,
node/146951480,town,Swarzędz,Сважендз,Сважендз,
node/281792787,town,Świątniki Górne,Свёнтники-Гурне,,
node/31916945,town,Świdnica,Свидница,Свідниця,
node/1854937268,town,Świdnik,Свидник,,
node/1758660000,town,Świdwin,Свидвин,,
node/31916943,town,Świebodzice,Свебодзице,,
node/31609130,town,Świebodzin,Свебодзин,,
node/31580747,town,Świecie,Свеце,,
node/31916940,town,Świeradów-Zdrój,Сверадув-Здруй,,
node/31786495,town,Świerzawa,Свежава,,
node/31916888,city,Świętochłowice,Свентохловице,Свентохловіце,
node/253349866,city,Świnoujście,Свиноуйсьце,,
node/31786438,town,Syców,Сыцув,,
node/31786432,town,Szadek,Шадек,,
node/31580602,town,Szamocin,Шамоцин,Шамоцин,
node/256126473,town,Szamotuły,Шамотулы,,
node/31947405,town,Szczawnica,Щавница,Щавниця,
node/1770680174,town,Szczawno-Zdrój,Щавно-Здруй,Щавно-Здруй,
node/371949255,town,Szczebrzeszyn,Щебжешин,,
node/26553042,city,Szczecin,Щецин,Щецин,
node/31345520,town,Szczecinek,Щецинек,,
node/31900343,town,Szczekociny,Щекоцины,,
node/1933057428,town,Szczucin,Щуцин,Щуцин,
node/1853317869,town,Szczuczyn,Щучин,,
node/280832769,town,Szczyrk,Щирк,,
node/349994450,town,Szczytna,Щитна,Щитна,
node/31570998,town,Szczytno,Щитно,,
node/31597681,town,Szepietowo,Шепетово,,
node/31916864,town,Szklarska Poręba,Шклярска-Поремба,Шклярська Поремба,
node/31786128,town,Szlichtyngowa,Шлихтынгова,,
node/1758660002,town,Szprotawa,Шпротава,Шпротава,
node/31530432,town,Sztum,Штум,,
node/31580465,town,Szubin,Шубин,,
node/31887958,town,Szydłów,Шидлув,,
node/1854937186,town,Szydłowiec,Шидловец,Шидловець,
node/31865115,town,Tarczyn,Тарчин,,
node/31887921,city,Tarnobrzeg,Тарнобжег,Тарнобжег,
node/1854937200,town,Tarnogród,Тарногруд,Тарногород,
node/34811728,city,Tarnów,Тарнув,Тарнув,
node/29072095,town,Tarnowskie Góry,Тарновске-Гуры,Тарновські Гури,
node/30116761,town,Tczew,Тчев,Тчев,
node/1854937205,town,Terespol,Тересполь,Тереспіль,
node/1854937210,town,Tłuszcz,Тлущ (Воломинский повят),Тлущ (Воломінський повіт),
node/31530302,town,Tolkmicko,Толькмицко,,
node/1837516733,town,Tomaszów Lubelski,Томашув-Любельски,,
node/31865024,town,Tomaszów Mazowiecki,Томашув-Мазовецкий,Томашув-Мазовецький,
node/1697487051,city,Toruń,Торунь,Торунь,
node/31607924,town,Torzym,Тожим,Тожим,
node/31916764,town,Toszek,Тошек,,
node/31580123,town,Trzcianka,Тшчанка,,
node/31607802,town,Trzciel,Тшцель,Тшч'єль,
node/1758659777,town,Trzcińsko-Zdrój,Тшциньско-Здруй,Тшцінсько-Здруй,
node/31345491,town,Trzebiatów,Тшебятув,Тшебятув,
node/31900257,town,Trzebinia,Тшебиня,Тшебіня,
node/31785395,town,Trzebnica,Тшебница,Тшебніца,
node/560596229,town,Trzemeszno,Тшемешно,Тшемешно,
node/30301919,town,Tuchola,Тухоля,Тухоля,
node/31945638,town,Tuchów,Тухув,Тухув,
node/31579829,town,Tuczno,Тучно,Тучно,
node/31607621,town,Tuliszków,Тулишкув,Тулішкув,
node/615947999,town,Tułowice,Туловице,Туловіце,
node/31607601,town,Turek,Турек,Турек,
node/31879166,town,Tuszyn,Тушин,Тушин,
node/31785238,town,Twardogóra,Твардогура,,
node/31345466,town,Tychowo,Тыхово,Тихово,
node/1751621551,city,Tychy,Тыхы,Тихи,
node/31945412,town,Tyczyn,Тычин,Тичин,
node/31570835,town,Tykocin,Тыкоцин,Тикоцін,
node/371949745,town,Tyszowce,Тышовце,Тишовце,
node/259429317,town,Ujazd,Уязд,Уязд,
node/258335461,town,Ujście,Уйсце,Уйсьце,
node/371978034,town,Ulanów,Улянув,Улянув,
node/31785097,town,Uniejów,Унеюв,Унєюв,
node/371949259,town,Urzędów,Ужендув,Ужендув,
node/31345455,town,Ustka,Устка,Устка,
node/31934395,town,Ustroń,Устронь,Устронь,
node/2498740002,town,Ustrzyki Dolne,Устшики-Дольне,Устрики Долішні,
node/31579742,town,Wąbrzeźno,Вомбжезьно,Вомбжезьно,
node/31864785,town,Wąchock,Вонхоцк,Вонхоцьк,
node/256355278,town,Wadowice,Вадовице,Вадовіце,
node/32672696,town,Wągrowiec,Вонгровец,Вонгровець,
node/31916711,city,Wałbrzych,Валбжих,Валбжих,
node/31579732,town,Wałcz,Валч,Валч,
node/368033581,town,Warka,Варка,Варка,
node/428339515,city,Warszawa,Варшава,Варшава,
node/1854937215,town,Warta,Варта,Варта,
node/31570758,town,Wasilków,Василькув,Васильків,
node/692632451,town,Wąsosz,Вонсош,Вонсош,
node/31784858,town,Węgliniec,Венглинец,Венглінець,
node/31518767,town,Węgorzewo,Венгожево,Венгожево,
node/1758660005,town,Węgorzyno,Венгожино,Венгожино,
node/349176196,town,Węgrów,Венгрув,,
node/31529945,town,Wejherowo,Вейхерово,Вейгерово,
node/31916687,town,Wiązów,Вёнзув,,
node/6211127385,town,Więcbork,Венцборк,,
node/31570578,town,Wielbark,Вельбарк,,
node/1843182788,town,Wieleń,Велень,,
node/31606757,town,Wielichowo,Велихово,,
node/31943878,town,Wieliczka,Величка,,
node/419734829,town,Wieluń,Велюнь,Велюнь,
node/31783882,town,Wieruszów,Верушув,,
node/692604471,town,Wilamowice,Вилямовице,Вілямовіце,
node/31684813,town,Wiskitki,Вискитки,,
node/484216106,town,Wisła,Висла,Вісла,
node/31887175,town,Wiślica,Вислица,,
node/2668885838,town,Witkowo,Витково,,
node/296099605,town,Witnica,Витница,Вітниця,
node/30980103,town,Władysławowo,Владыславово,,
node/31783414,town,Wleń,Влень,,
node/1751621506,city,Włocławek,Влоцлавек,Влоцлавек,
node/360217931,town,Włodawa,Влодава,Володава,
node/1145837529,town,Włoszczowa,Влощова,Влощова,
node/31886965,town,Wodzisław,Водзислав,,
node/253555505,town,Wodzisław Śląski,Водзислав-Слёнски,Водзіслав-Шльонський,
node/1770680185,town,Wojcieszów,Войцешув,Войцешув,
node/692610711,town,Wojkowice,Войковице,Войковіце,
node/31943251,town,Wojnicz,Войнич,Войніч,
node/31878876,town,Wolbórz,Вольбуж,Вольбуж,
node/243643366,town,Wolbrom,Вольбром,Вольбром,
node/31783100,town,Wołczyn,Волчин,Волчин,
node/27272586,town,Wolin,Волин,Волін,
node/1854937229,town,Wołomin,Воломин,Воломін,
node/31783058,town,Wołów,Волув,Волув,
node/31605726,town,Wolsztyn,Вольштын,Вольштин,
node/692611406,town,Woźniki,Возники,Возьники,
node/418392093,city,Wrocław,Вроцлав,Вроцлав,
node/254765465,town,Wronki,Вронки,Вронкі,
node/243991288,town,Września,Вжесня,Вжесьня,
node/31782947,town,Wschowa,Всхова,Всхова,
node/31578888,town,Wyrzysk,Выжиск,Вижиск,
node/1854937233,town,Wyśmierzyce,Высмежице,,
node/31578872,town,Wysoka,Высока,Висока,
node/31595527,town,Wysokie Mazowieckie,Высоке-Мазовецке,,
node/31595515,town,Wyszków,Вышкув,Вишкув,
node/31684098,town,Wyszogród,Вышогруд,Вишогруд,
node/31684083,town,Ząbki,Зомбки,Зомбкі,
node/1770680176,town,Ząbkowice Śląskie,Зомбковице-Слёнске,Зомбковіце-Шльонське,
node/31569814,town,Zabłudów,Заблудув,Заблудув,
node/260456352,town,Żabno,Жабно,Жабно,
node/31916531,city,Zabrze,Забже,Забже,
node/31782520,town,Żagań,Жагань,Жагань,
node/31605477,town,Zagórów,Загурув,,
node/31941266,town,Zagórz,Загуж,Загір'я,
node/31941066,town,Zakliczyn,Закличин,Заклічин,
node/1843715296,town,Zaklików,Закликув,Заклікув,
node/1854937237,town,Zakopane,Закопане,Закопане,
node/31684011,town,Zakroczym,Закрочим,Закрочим,
node/31529169,town,Zalewo,Залево,Залево,
node/31595319,town,Zambrów,Замбрув,Замбрув,
node/253548556,city,Zamość,Замосць,Замостя,
node/31899829,town,Żarki,Жарки,Жаркі,
node/2300849551,town,Żarów,Жарув,Жарув,
node/31782197,town,Żary,Жары,Жари,
node/333579015,town,Zator,Затор,Затор,
node/259416653,town,Zawadzkie,Завадзке,Завадзьке,
node/1860306932,town,Zawichost,Завихост,Завіхост,
node/31782078,town,Zawidów,Завидув,Завідув,
node/31899799,town,Zawiercie,Заверце,Заверце,
node/31605386,town,Zbąszyń,Збоншинь,Збоншинь,
node/31605385,town,Zbąszynek,Збоншинек,Збоншинек,
node/31782060,town,Zduńska Wola,Здуньская-Воля,Здунська Воля,
node/560519308,town,Zduny,Здуны,Здуни,
node/31916385,town,Zdzieszowice,Здзешовице,Здз'єховіце,
node/362658109,town,Żelechów,Желехув,Желехув,
node/31878440,town,Zelów,Зелюв,Зелув,
node/1996739000,town,Żerków,Жеркув,Жеркув,
node/30092865,town,Zgierz,Згеж,Згеж,
node/31782018,town,Zgorzelec,Згожелец,Згожелець,
node/1770680187,town,Ziębice,Зембице,Зембіце,
node/26553051,city,Zielona Góra,Зелёна-Гура,Зелена Гура,
node/1854937257,town,Zielonka,Зелёнка,Зельонка,
node/1758659810,town,Złocieniec,Злоценец,Злоценець,
node/31781976,town,Złoczew,Злочев,Злочев,
node/1770680177,town,Złotoryja,Злоторыя,Злотория,
node/31578422,town,Złotów,Злотув,Злотув,
node/31916268,town,Złoty Stok,Злоты-Сток,Злоти Сток,
node/31781941,town,Żmigród,Жмигруд,Жміґруд,
node/57508652,town,Żnin,Жнин,Жнін,
node/1243678001,city,Żory,Жоры,Жори,
node/1775164043,town,Żukowo,Жуково,Жуково,
node/31578212,town,Żuromin,Журомин,Журомін,
node/277724666,town,Zwierzyniec,Звежинец,Зв'єжинець,
node/368033689,town,Zwoleń,Зволень,Зволень,
node/31703294,town,Żychlin,Жихлин,Жихлін,
node/279242630,town,Żyrardów,Жирардув,Жирардув,
node/280833551,town,Żywiec,Живец,Живець,
