id,name,name:ru,name:uk,uwagi
node/31573871,Nowogród,Новогруд,Новоґруд,
node/31794151,Nowogród Bobrzański,Новогруд-Бобжаньский,Новоґруд Бобжанські,
node/1770680188,Nowogrodziec,Новогродзец,Новоґродзіец,
node/31531183,Nowy Dwór Gdański,Новы-Двур-Гданьский,Новий Двур Ґданські,
node/31691304,Nowy Dwór Mazowiecki,Новы-Двур-Мазовецки,Новий Двур Мазовецькі,
node/31889594,Nowy Korczyn,Новы Корчин,Новий Корчин,
node/46715854,Nowy Sącz,Новы-Сонч,Новий Сонч,
node/31531177,Nowy Staw,Новы-Став,Новий Став,
node/147844965,Nowy Targ,Новы-Тарг,Новий Тарг,
node/31616446,Nowy Tomyśl,Новы-Томысль,Новий Томисль,
node/303245076,Nowy Wiśnicz,Новы-Виснич,Новий Вісьнич,
node/253557175,Nysa,Ныса,Ниса,
node/32118900,Oborniki,Оборники,Оборнікі ,
node/31793998,Oborniki Śląskie,Оборники-Слёнске,Оборнікі Шльонські,
node/386600625,Obrzycko,Обжиско,Обжицко,
node/31793879,Odolanów,Одолянув,Одоланув,
node/270577055,Ogrodzieniec,Огродзенец,Огродзенець,
node/31585160,Okonek,Оконек,Оконек,
node/323142704,Oława,Олава,Олава,
node/31522033,Olecko,Олецко,Олеско,
node/259598892,Oleśnica,Олесница,Олесьниця,
node/1912006738,Oleśnica,Олешница,Олесьниця,
node/299951098,Olesno,Олесно,Олесьно,
node/31889446,Oleszyce,Олешице,Олешице,
node/31900901,Olkusz,Олькуш,Олькуш,
node/32566103,Olsztyn,Ольштын,Ольштин,
node/692611716,Olsztyn,Ольштын,Ольштин,
node/31573791,Olsztynek,Ольштынек,Ольштинек,
node/383911098,Olszyna,Ольшина,Ольшина,
node/31616190,Opalenica,Опаленица,Опаленіца,
node/31889422,Opatów,Опатув,Опатув,
node/31793390,Opatówek,Опатувек,Опатувек,
node/1933057152,Opatowiec,Опатовец,Опатов'єц,
node/31869732,Opoczno,Опочно,Опочно,
node/128054630,Opole,Ополе,Ополе,
node/31869717,Opole Lubelskie,Ополе-Любельске,Ополе-Любельське,
node/443716998,Orneta,Орнета,Орнета,
node/692604485,Orzesze,Ожеше,Ожеше,
node/31521881,Orzysz,Ожиш,Ожиш,
node/308020951,Osieczna,Осечна,Осечна,
node/1854937014,Osiek,Осек,Осек,
node/31616006,Ośno Lubuskie,Осьно-Любуске,Осьно-Любуське,
node/31531118,Ostróda,Оструда,Оструда,
node/31573721,Ostrołęka,Остроленка,Остроленка,
node/386596562,Ostroróg,Остроруг,Остроруг,
node/1854937019,Ostrów Lubelski,Острув-Любельский,Острув-Любельські,
node/31601991,Ostrów Mazowiecka,Острув-Мазовецка,Острув-Мазов'єцка,
node/31792887,Ostrów Wielkopolski,Острув-Велькопольский,Острув-Великопольський,
node/31889267,Ostrowiec Świętokrzyski,Островец-Свентокшиский,Островець-Свентокшиський,
node/31792851,Ostrzeszów,Остшешув,Остжешув,
node/31900891,Oświęcim,Освенцим,Освенцим,
node/299173892,Otmuchów,Отмухув,Отмухув,
node/31690587,Otwock,Отвоцк,Отвоцк,
node/1758659808,Otyń,Отынь,Отинь,
node/31889234,Ożarów,Ожарув,Ожарув,
node/31690528,Ożarów Mazowiecki,Ожарув-Мазовецкий,Ожарув-Мазовецький,
node/249556046,Ozimek,Озимек,Озімек,
node/244598142,Ozorków,Озоркув,Озоркув,
node/31879926,Pabianice,Пабьянице,Паб’яніце,
node/31889231,Pacanów,Пацанов,Пацанув,
node/299298239,Paczków,Пачкув,Пачкув,
node/598907093,Pajęczno,Паенчно,Паєнчно,
node/560596434,Pakość,Пакость,Пакосць,
node/1854830180,Parczew,Парчев,Парчів,
node/31531087,Pasłęk,Пасленк,Пасленк,
node/1784889349,Pasym,Пасым,Пасим,
node/31584625,Pełczyce,Пелчице,Пелчице,
node/31531080,Pelplin,Пельплин,Пельплін,
node/28396171,Piaseczno,Пясечно,П'ясечно,
node/1854937024,Piaski,Пяски,П'яскі,
node/38224299,Piastów,Пястув,П'ястув,
node/30093005,Piątek,Пёнтек,Пйонтек,
node/598617974,Piechowice,Пеховице,Пеховіце,
node/253552911,Piekary Śląskie,Пекары-Слёнске,Пекари-Шльонські,
node/31521665,Pieniężno,Пененжно,Пенєнжно,
node/31792043,Pieńsk,Пеньск,П'єнськ,
node/31889148,Pierzchnica,Пежхница,П'єжхніца,
node/692626234,Pieszyce,Пешице,Пешице,
node/253534746,Piła,Пила,Піла,
node/31868767,Pilawa,Пилява,Пілава,
node/692626237,Piława Górna,Пилава-Гурна,Пілава-Ґурна,
node/358980632,Pilica,Пилица,Пілиця (Сілезьке воєводство),
node/1854937027,Pilzno,Пильзно,Пільзно,
node/31889135,Pińczów,Пиньчув,Пінчув,
node/368033796,Pionki,Пёнки,Пйонкі,
node/692623471,Piotrków Kujawski,Пётркув-Куявский,Пйотркув-Куявський,
node/769235431,Piotrków Trybunalski,Пётркув-Трыбунальски,Пйотркув-Трибунальський,
node/31572956,Pisz,Пиш,Піш,
node/692609604,Piwniczna-Zdrój,Пивнична-Здруй,Північна-Здруй,
node/31791744,Pleszew,Плешев,Плешев,
node/1751621527,Płock,Плоцк,Плоцьк,
node/31601272,Płońsk,Плоньск,Плонськ,
node/1758659865,Płoty,Плоты,Плоти,
node/254854488,Pniewy,Пневы,Пн'єви,
node/31615002,Pobiedziska,Победзиска,Поб'єджіска,
node/31791659,Poddębice,Поддембице,Поддембіце,
node/31689600,Podkowa Leśna,Подкова-Лесьна,Подкова-Лісна,
node/31791553,Pogorzela,Погожеля,Погожеля,
node/31916867,Polanica-Zdrój,Поляница-Здруй,Поланиця-Здруй,
node/31889018,Połaniec,Поланец,Поланець,
node/31346037,Polanów,Полянув,Поланув,
node/1758659758,Połczyn-Zdrój,Полчин-Здруй,Полчин-Здруй,
node/474593784,Police,Полице,Поліце,
node/598619294,Polkowice,Польковице,Польковіце,
node/31868251,Poniatowa,Понятова,Пон'ятова,
node/31791224,Poniec,Понец,Понець,
node/2016782381,Poręba,Поремба,Поремба,
node/27161819,Poznań,Познань,Познань,
node/31530997,Prabuty,Прабуты,Прабути,
node/31790981,Praszka,Прашка,Прашка,
node/31790914,Prochowice,Проховице,Проховіце,
node/692611646,Prószków,Прушкув,Прушкув,
node/31888928,Proszowice,Прошовице,Прошовіце,
node/366341106,Pruchnik,Прухник,Прухнік,
node/568037771,Prudnik,Прудник,Прудник,
node/31790865,Prusice,Прусице,Прушіце,
node/1867758190,Pruszcz,Прущ,Прущ,
node/31530985,Pruszcz Gdański,Прущ-Гданьский,Прущ-Ґданський,
node/31689160,Pruszków,Прушкув,Прушкув,
node/279654853,Przasnysz,Пшасныш,Пшасниш,
node/1933057260,Przecław,Пшецлав,Пшеслав,
node/1854937038,Przedbórz,Пшедбуж,Пшедбуж,
node/31614227,Przedecz,Пшедеч,Пшедеч,
node/31790682,Przemków,Пшемкув,Пшемкув,
node/253546793,Przemyśl,Пшемышль,Перемишль,
node/31888900,Przeworsk,Пшеворск,,
node/1854937043,Przysucha,Пшисуха,Пшисуха,
node/31935150,Pszczyna,Пщина,Пщина,
node/361603782,Pszów,Пшув,Пшув,
node/31530962,Puck,Пуцк,Пуцьк,
node/362654902,Puławy,Пулавы,Пулави,
node/31600109,Pułtusk,Пултуск,Пултуськ,
node/31613303,Puszczykowo,Пущиково,Пущиково,
node/31583670,Pyrzyce,Пыжице,Пижице,
node/257059199,Pyskowice,Пысковице,Писковіце,
node/31613250,Pyzdry,Пыздры,Пиздри,
node/262936634,Rabka-Zdrój,Рабка-Здруй,Рабка-Здруй,
node/279651644,Raciąż,Рачёнж,Рачйонж,
node/2175018340,Racibórz,Ратибор,Ратибор,
node/321406755,Radków,Радкув,Радкув,
node/376065763,Radlin,Радлин,Радлін,
node/1933057313,Radłów,Радлув (город),Радлув,
node/31867745,Radom,Радом,Радом,
node/31879607,Radomsko,Радомско,Радомсько,
node/1854937053,Radomyśl Wielki,Радомышль-Вельки,Радомишль-Велькі,
node/31867712,Radoszyce,Радошице,Радошице,
node/503945899,Radymno,Радимно,Радимно,
node/1854937069,Radziejów,Радзеюв,Радзеюв,
node/420622210,Radzionków,Радзёнкув,Радзьонкув,
node/348945767,Radzymin,Радзымин,Радзимін,
node/1854937074,Radzyń Chełmiński,Радзынь-Хелминьски,Радзинь-Хелмінський,
node/1854937081,Radzyń Podlaski,Радзынь-Подляски,Радзинь-Подляскі,
node/31520940,Rajgród,Райгруд,Райгруд,
node/387434271,Rakoniewice,Раконевице,Раконевіце,
node/31789998,Raszków,Рашкув,Рашків,
node/31867531,Rawa Mazowiecka,Рава-Мазовецкая,,
node/31789963,Rawicz,Равич,,
node/31583522,Recz,Реч,Реч,
node/31530935,Reda,Реда,,
node/1859515654,Rejowiec,Рейовец,Рейовець,
node/371949660,Rejowiec Fabryczny,Реёвец-Фабрычны,Рейовець-Фабричний,
node/1758659987,Resko,Реско,,
node/31520444,Reszel,Решель,,
node/258335318,Rogoźno,Рогозьно,,
node/31888768,Ropczyce,Ропчице,,
node/31599429,Różan,Ружан,,
node/692617894,Ruciane-Nida,Ручане-Нида,,
node/31917353,Ruda Śląska,Руда-Слёнская,Руда-Шльонська,
node/371977916,Rudnik nad Sanem,Рудник-над-Санем,,
node/31530889,Rumia,Румя,,
node/253525668,Rybnik,Рыбник,Рибник,
node/31611826,Rychwał,Рыхвал,,
node/331033947,Rydułtowy,Рыдултовы,Ридултови,
node/1297152960,Rydzyna,Рыдзына,,
node/1933108183,Ryglice,Рыглице,Ригліце,
node/362659264,Ryki,Рыки,Рикі,
node/692613997,Rymanów,Руманув,Риманів,
node/31519527,Ryn,Рын,,
node/31583089,Rypin,Рыпин,,
node/31611779,Rzepin,Жепин,,
node/34662230,Rzeszów,Жешув,Ряшів,
node/31879510,Rzgów,Жгув,,
node/31888577,Sandomierz,Сандомир,Сандомир,
node/31705619,Sanniki,Санники,,
node/39392569,Sanok,Санок,Сянік,
node/31788771,Ścinawa,Сцинава,,
node/31888566,Sędziszów,Сендзишув,Сендзішув,
node/31888565,Sędziszów Małopolski,Сендзишув-Малопольски,,
node/31519394,Sejny,Сейны,,
node/31582868,Sępólno Krajeńskie,Семпульно-Краеньске,,
node/31519392,Sępopol,Семпополь,,
node/31598985,Serock,Сероцк,,
node/1775164040,Sianów,Сянув,,
node/31788581,Siechnice,Сехнице,,
node/1854937117,Siedlce,Седлец,Седльце,
node/368746637,Siedliszcze,Седлище,Седлище,
node/31900531,Siemianowice Śląskie,Семяновице-Слёнске,Семяновіце-Шльонські,
node/1838681689,Siemiatycze,Семятыче,,
node/514080074,Sieniawa,Сенява,,
node/31788344,Sieradz,Серадз,,
node/281706190,Sieraków,Серакув,Серакув,
node/478404294,Sierpc,Серпц,,
node/31900526,Siewierz,Севеж,,
node/243643364,Skała,Скала,Скала,
node/31888513,Skalbmierz,Скальбмеж,,
node/24617077,Skarszewy,Скаршевы,,
node/1854937143,Skaryszew,Скарышев,,
node/31174958,Skarżysko-Kamienna,Скаржиско-Каменна,Скаржисько-Каменна,
node/262894107,Skawina,Скавина,Скавіна,
node/478405286,Skępe,Скемпе,Скемпе,
node/31866436,Skierniewice,Скерневице,,
node/367648247,Skoczów,Скочув,,
node/244002107,Skoki,Скоки,,
node/31530734,Skórcz,Скурч,,
node/268767105,Skwierzyna,Сквежина,Сквежина,
node/692604250,Sława,Слава,Слава,
node/1854937193,Sławków,Славкув,Славкув,
node/31345800,Sławno,Славно,,
node/31610852,Ślesin,Слесин,,
node/31888437,Słomniki,Сломники,Сломники,
node/26433240,Słubice,Слубице,Слубіце,
node/418747816,Słupca,Слупца,,
node/31345720,Słupsk,Слупск,Слупськ,
node/31610588,Śmigiel,Смигель,,
node/349011984,Sobótka,Собутка,,
node/31687374,Sochaczew,Сохачев,,
node/31598264,Sochocin,Сохочин,Сохочин,
node/31571660,Sokółka,Сокулка,,
node/31888374,Sokołów Małopolski,Соколув-Малопольски,,
node/1854937157,Sokołów Podlaski,Соколув-Подляски,Соколув-Підляський,
node/31582108,Solec Kujawski,Солец-Куявски,,
node/1905986317,Solec nad Wisłą,Солец-над-Вислой,,
node/31610211,Sompolno,Сомпольно,,
node/31530688,Sopot,Сопот,Сопот,
node/31917182,Sośnicowice,Сосницовице,,
node/190817334,Sosnowiec,Сосновец,Сосновець,
node/31610025,Śrem,Сьрем,Сьрем,
node/1770680189,Środa Śląska,Сьрода-Слёнска,,
node/2668860745,Środa Wielkopolska,Сьрода-Велькопольска,,
node/1854937161,Stalowa Wola,Сталёва-Воля,,
node/31865852,Stąporków,Стомпоркув,Стомпоркув,
node/253554130,Starachowice,Стараховице,Стараховіце,
node/1758660003,Stargard,Старгард,Старгард,
node/26378871,Starogard Gdański,Старогард-Гданьский,,
node/31949310,Stary Sącz,Стары-Сонч,,
node/31888252,Staszów,Сташув,,
node/31571553,Stawiski,Стависки,,
node/31786974,Stawiszyn,Ставишин,,
node/282235530,Stepnica,Степница,,
node/31609600,Stęszew,Стеншев,,
node/359810975,Stoczek Łukowski,Сточек-Луковский,Сточек-Луковський,
node/31888190,Stopnica,Стопница,,
node/31916992,Stronie Śląskie,Строне-Слёнске,Строне-Шльонські,
node/31934725,Strumień,Струмень,,
node/287105545,Stryków,Стрыкув,Стрикув,
node/31916989,Strzegom,Стшегом,,
node/2668896331,Strzelce Krajeńskie,Стшельце-Краеньске,,
node/31916985,Strzelce Opolskie,Стшельце-Опольске,Стшельце-Опольські,
node/31916983,Strzelin,Стшелин,,
node/322116790,Strzelno,Стшельно,Стшельно,
node/31948552,Strzyżów,Стшижув,Стрижів,
node/36489697,Sucha Beskidzka,Суха-Бескидзка,Суха-Бескидзька,
node/393975496,Suchań,Сухань,Сухань,
node/31865372,Suchedniów,Сухеднюв,Сухеднюв,
node/31571332,Suchowola,Суховоля,,
node/31609289,Sulechów,Сулехув,Сулехув,
node/31609265,Sulęcin,Суленцин,Суленцин,
node/31879358,Sulejów,Сулеюв,,
node/4386350304,Sulejówek,Сулеювек,,
node/256355426,Sułkowice,Сулковице,,
node/3027588862,Sulmierzyce,Сульмежице,,
node/31571305,Supraśl,Супрасль,,
node/31597850,Suraż,Сураж,Сураж,
node/31530596,Susz,Суш,,
node/31518965,Suwałki,Сувалки,Сувалки,
node/146951480,Swarzędz,Сважендз,Сважендз,
node/281792787,Świątniki Górne,Свёнтники-Гурне,,
node/31916945,Świdnica,Свидница,Свідниця,
node/1854937268,Świdnik,Свидник,,
node/1758660000,Świdwin,Свидвин,,
node/31916943,Świebodzice,Свебодзице,,
node/31609130,Świebodzin,Свебодзин,,
node/31580747,Świecie,Свеце,,
node/31916940,Świeradów-Zdrój,Сверадув-Здруй,,
node/31786495,Świerzawa,Свежава,,
node/31916888,Świętochłowice,Свентохловице,Свентохловіце,
node/253349866,Świnoujście,Свиноуйсьце,,
node/31786438,Syców,Сыцув,,
node/31786432,Szadek,Шадек,,
node/31580602,Szamocin,Шамоцин,Шамоцин,
node/256126473,Szamotuły,Шамотулы,,
node/31947405,Szczawnica,Щавница,Щавниця,
node/1770680174,Szczawno-Zdrój,Щавно-Здруй,Щавно-Здруй,
node/371949255,Szczebrzeszyn,Щебжешин,,
node/26553042,Szczecin,Щецин,Щецин,
node/31345520,Szczecinek,Щецинек,,
node/31900343,Szczekociny,Щекоцины,,
node/1933057428,Szczucin,Щуцин,Щуцин,
node/1853317869,Szczuczyn,Щучин,,
node/280832769,Szczyrk,Щирк,,
node/349994450,Szczytna,Щитна,Щитна,
node/31570998,Szczytno,Щитно,,
node/31597681,Szepietowo,Шепетово,,
node/31916864,Szklarska Poręba,Шклярска-Поремба,Шклярська Поремба,
node/31786128,Szlichtyngowa,Шлихтынгова,,
node/1758660002,Szprotawa,Шпротава,Шпротава,
node/31530432,Sztum,Штум,,
node/31580465,Szubin,Шубин,,
node/31887958,Szydłów,Шидлув,,
node/1854937186,Szydłowiec,Шидловец,Шидловець,
node/31865115,Tarczyn,Тарчин,,
node/31887921,Tarnobrzeg,Тарнобжег,Тарнобжег,
node/1854937200,Tarnogród,Тарногруд,Тарногород,
node/34811728,Tarnów,Тарнув,Тарнув,
node/29072095,Tarnowskie Góry,Тарновске-Гуры,Тарновські Гури,
node/30116761,Tczew,Тчев,Тчев,
node/1854937205,Terespol,Тересполь,Тереспіль,
node/1854937210,Tłuszcz,Тлущ (Воломинский повят),Тлущ (Воломінський повіт),
node/31530302,Tolkmicko,Толькмицко,,
node/1837516733,Tomaszów Lubelski,Томашув-Любельски,,
node/31865024,Tomaszów Mazowiecki,Томашув-Мазовецкий,Томашув-Мазовецький,
node/1697487051,Toruń,Торунь,Торунь,
node/31607924,Torzym,Тожим,Тожим,
node/31916764,Toszek,Тошек,,
node/31580123,Trzcianka,Тшчанка,,
node/31607802,Trzciel,Тшцель,Тшч'єль,
node/1758659777,Trzcińsko-Zdrój,Тшциньско-Здруй,Тшцінсько-Здруй,
node/31345491,Trzebiatów,Тшебятув,Тшебятув,
node/31900257,Trzebinia,Тшебиня,Тшебіня,
node/31785395,Trzebnica,Тшебница,Тшебніца,
node/560596229,Trzemeszno,Тшемешно,Тшемешно,
node/30301919,Tuchola,Тухоля,Тухоля,
node/31945638,Tuchów,Тухув,Тухув,
node/31579829,Tuczno,Тучно,Тучно,
node/31607621,Tuliszków,Тулишкув,Тулішкув,
node/615947999,Tułowice,Туловице,Туловіце,
node/31607601,Turek,Турек,Турек,
node/31879166,Tuszyn,Тушин,Тушин,
node/31785238,Twardogóra,Твардогура,,
node/31345466,Tychowo,Тыхово,Тихово,
node/1751621551,Tychy,Тыхы,Тихи,
node/31945412,Tyczyn,Тычин,Тичин,
node/31570835,Tykocin,Тыкоцин,Тикоцін,
node/371949745,Tyszowce,Тышовце,Тишовце,
node/259429317,Ujazd,Уязд,Уязд,
node/258335461,Ujście,Уйсце,Уйсьце,
node/371978034,Ulanów,Улянув,Улянув,
node/31785097,Uniejów,Унеюв,Унєюв,
node/371949259,Urzędów,Ужендув,Ужендув,
node/31345455,Ustka,Устка,Устка,
node/31934395,Ustroń,Устронь,Устронь,
node/2498740002,Ustrzyki Dolne,Устшики-Дольне,Устрики Долішні,
node/31579742,Wąbrzeźno,Вомбжезьно,Вомбжезьно,
node/31864785,Wąchock,Вонхоцк,Вонхоцьк,
node/256355278,Wadowice,Вадовице,Вадовіце,
node/32672696,Wągrowiec,Вонгровец,Вонгровець,
node/31916711,Wałbrzych,Валбжих,Валбжих,
node/31579732,Wałcz,Валч,Валч,
node/368033581,Warka,Варка,Варка,
node/428339515,Warszawa,Варшава,Варшава,
node/1854937215,Warta,Варта,Варта,
node/31570758,Wasilków,Василькув,Васильків,
node/692632451,Wąsosz,Вонсош,Вонсош,
node/31784858,Węgliniec,Венглинец,Венглінець,
node/31518767,Węgorzewo,Венгожево,Венгожево,
node/1758660005,Węgorzyno,Венгожино,Венгожино,
node/349176196,Węgrów,Венгрув,,
node/31529945,Wejherowo,Вейхерово,Вейгерово,
node/31916687,Wiązów,Вёнзув,,
node/6211127385,Więcbork,Венцборк,,
node/31570578,Wielbark,Вельбарк,,
node/1843182788,Wieleń,Велень,,
node/31606757,Wielichowo,Велихово,,
node/31943878,Wieliczka,Величка,,
node/419734829,Wieluń,Велюнь,Велюнь,
node/31783882,Wieruszów,Верушув,,
node/692604471,Wilamowice,Вилямовице,Вілямовіце,
node/31684813,Wiskitki,Вискитки,,
node/484216106,Wisła,Висла,Вісла,
node/31887175,Wiślica,Вислица,,
node/2668885838,Witkowo,Витково,,
node/296099605,Witnica,Витница,Вітниця,
node/30980103,Władysławowo,Владыславово,,
node/31783414,Wleń,Влень,,
node/1751621506,Włocławek,Влоцлавек,Влоцлавек,
node/360217931,Włodawa,Влодава,Володава,
node/1145837529,Włoszczowa,Влощова,Влощова,
node/31886965,Wodzisław,Водзислав,,
node/253555505,Wodzisław Śląski,Водзислав-Слёнски,Водзіслав-Шльонський,
node/1770680185,Wojcieszów,Войцешув,Войцешув,
node/692610711,Wojkowice,Войковице,Войковіце,
node/31943251,Wojnicz,Войнич,Войніч,
node/31878876,Wolbórz,Вольбуж,Вольбуж,
node/243643366,Wolbrom,Вольбром,Вольбром,
node/31783100,Wołczyn,Волчин,Волчин,
node/27272586,Wolin,Волин,Волін,
node/1854937229,Wołomin,Воломин,Воломін,
node/31783058,Wołów,Волув,Волув,
node/31605726,Wolsztyn,Вольштын,Вольштин,
node/692611406,Woźniki,Возники,Возьники,
node/418392093,Wrocław,Вроцлав,Вроцлав,
node/254765465,Wronki,Вронки,Вронкі,
node/243991288,Września,Вжесня,Вжесьня,
node/31782947,Wschowa,Всхова,Всхова,
node/31578888,Wyrzysk,Выжиск,Вижиск,
node/1854937233,Wyśmierzyce,Высмежице,,
node/31578872,Wysoka,Высока,Висока,
node/31595527,Wysokie Mazowieckie,Высоке-Мазовецке,,
node/31595515,Wyszków,Вышкув,Вишкув,
node/31684098,Wyszogród,Вышогруд,Вишогруд,
node/31684083,Ząbki,Зомбки,Зомбкі,
node/1770680176,Ząbkowice Śląskie,Зомбковице-Слёнске,Зомбковіце-Шльонське,
node/31569814,Zabłudów,Заблудув,Заблудув,
node/260456352,Żabno,Жабно,Жабно,
node/31916531,Zabrze,Забже,Забже,
node/31782520,Żagań,Жагань,Жагань,
node/31605477,Zagórów,Загурув,,
node/31941266,Zagórz,Загуж,Загір'я,
node/31941066,Zakliczyn,Закличин,Заклічин,
node/1843715296,Zaklików,Закликув,Заклікув,
node/1854937237,Zakopane,Закопане,Закопане,
node/31684011,Zakroczym,Закрочим,Закрочим,
node/31529169,Zalewo,Залево,Залево,
node/31595319,Zambrów,Замбрув,Замбрув,
node/253548556,Zamość,Замосць,Замостя,
node/31899829,Żarki,Жарки,Жаркі,
node/2300849551,Żarów,Жарув,Жарув,
node/31782197,Żary,Жары,Жари,
node/333579015,Zator,Затор,Затор,
node/259416653,Zawadzkie,Завадзке,Завадзьке,
node/1860306932,Zawichost,Завихост,Завіхост,
node/31782078,Zawidów,Завидув,Завідув,
node/31899799,Zawiercie,Заверце,Заверце,
node/31605386,Zbąszyń,Збоншинь,Збоншинь,
node/31605385,Zbąszynek,Збоншинек,Збоншинек,
node/31782060,Zduńska Wola,Здуньская-Воля,Здунська Воля,
node/560519308,Zduny,Здуны,Здуни,
node/31916385,Zdzieszowice,Здзешовице,Здз'єховіце,
node/362658109,Żelechów,Желехув,Желехув,
node/31878440,Zelów,Зелюв,Зелув,
node/1996739000,Żerków,Жеркув,Жеркув,
node/30092865,Zgierz,Згеж,Згеж,
node/31782018,Zgorzelec,Згожелец,Згожелець,
node/1770680187,Ziębice,Зембице,Зембіце,
node/26553051,Zielona Góra,Зелёна-Гура,Зелена Гура,
node/1854937257,Zielonka,Зелёнка,Зельонка,
node/1758659810,Złocieniec,Злоценец,Злоценець,
node/31781976,Złoczew,Злочев,Злочев,
node/1770680177,Złotoryja,Злоторыя,Злотория,
node/31578422,Złotów,Злотув,Злотув,
node/31916268,Złoty Stok,Злоты-Сток,Злоти Сток,
node/31781941,Żmigród,Жмигруд,Жміґруд,
node/57508652,Żnin,Жнин,Жнін,
node/1243678001,Żory,Жоры,Жори,
node/1775164043,Żukowo,Жуково,Жуково,
node/31578212,Żuromin,Журомин,Журомін,
node/277724666,Zwierzyniec,Звежинец,Зв'єжинець,
node/368033689,Zwoleń,Зволень,Зволень,
node/31703294,Żychlin,Жихлин,Жихлін,
node/279242630,Żyrardów,Жирардув,Жирардув,
node/280833551,Żywiec,Живец,Живець,
